reviewid,review
R3A6QVJ73S0FLJ,Drains battery if you use on smartphones
RSP7D739UWRFL,Excellent product but it has 1 major and 1 minor inconvenience
R3ROJ6AWGN2UFN,Good
R3160KII7MBSDT,I dont like this product
R8ZDM5P3NBJ6V,Awesome product
R2XYESNNUWI2DP,Best cable for iphone xs .. works well with fast charging brick
R1UHCZ5GEKZFZL,Low quality pin but wire is fine
R2LUS6OIA1FUIY,Excellent quality
R3TNBYI02BNXDP,Awesome quality and fast charging
R341FNER86M2NB,Works fine
R3UKO8DK958TVU,Nice cover
RQQT9ZUZIJ2J9,Good quality
R243SOUNFQGU4K,Dealfreez Full Wrap Silicone Remote Cover Case is an excellent product
RSHK5RYDB3VH6,Remote Cover
R2HTAIZTX7XKXG,Loved it!
RHB3ONZ4OL1N2,Soft
R3Q0E1AI2I2B30,Best product for the price
RO78JI2HT6J3P,Look's good
R19CZW6DWGE2WH,Exchange of the cable
R23RHEY0ZRAT67,Go for it !!
R14H0NECRS2LAV,It works and it is worth
RETQ7C9XRV1WY,Superab
R2WX5VW2D3WO75,Works Well and Durable
RK9ZW19PLNUYO,Very nice product.
R2CPF8A0YDYQRE,Gud product
R28O8X64JYO82C,Stopped working in less than a month
R2W93BKACGQMYR,
R3L9WB85IB0Y5O,
R15PHQG6E08SRK,Just what I wanted.. works perfect
RGAGJH8NCQG57,Great
R1I4MAFYK4CVTO,Good
RVP0VF5HL82LG,Works fine with my Samsung smart TV.
R2P3J8JNKDB1SK,Works perfectly
RD9IPXKRI6ZDY,Not OEM. But works as expected.
R3JCOBHM1JXUQ0,Good product
R24Q3GIRGESSP7,Is worth the money you are paying for it
R3ST56H0XWNVV2,Good quality cable
R31NFMTNJIPKMQ,Go for it!
R1K6D5I67P8INJ,Nice product
R3HKP0S37A375D,Good buy
R23BXIK2NYRZJ6,You can trust Wayona
R2EP7R64E7CH21,Quality product
RGNARUOE22V1A,Good material
R5KYEFZM5496A,fast charging
R38R0ACYQPV9HZ,Costly but good product
R17M1JPCDUNH21,Support type c super fast charging
R1H9QE5M69Z3VS,Good quality
R249MO4XBSOM0Q,Sturdy cable & has decent charging capabilities.
R2BI8BOVC79W95,Good buy.
R1V5XKRZ49DQK3,Gud product.
R2JXNH8KUWRZK5,No reasons to complain
R31JIXX5TZG1TQ,Value for money
R2JSYRN50OK76N,Nice
R1D64K0KL2EG2Y,Works
RJ2YNRIIONHOT,Value for money
R38E1BUBY9DNVR,Go For It
R2QV17ZAFB5D2E,Nice
RP16EV0JDQBKX,It's fast charging good quality priduct
R2G4T57OLXDVPL,Good TV for the price. (But my experience was not perfect)
R3IQ8PWVTWENBY,Good but not best @!@
RH6UHEBP622FT,Decent tv for the price but misses on basic smart features
R3RHA159FH0SOQ,Perfect one in our budget. Speedy and customer friendly approach from vu
RTFGWAX83AVMH,Good.
R20TA215T3VGHG,Low price & value for money
R16SIFXH9BMQT2,Value for money
RKSB6RZJD7Y4B,As per price
R2455QTVQ8IHGK,product is excellent
R32JWEJRN39EQK,The product is great but you might get scammed on Amazon
RCQRBHBTG5TBM,Very good
R1D0DZR0T2ZNBP,Nice tv
R2CS3O3RBOMTFP,Good tv and features in this budget.
R3H2SARN5OCYSA,Genuine products
R17IJUZWVYY9UP,Offers a lot of functionality for 32 inch
R2BKMSGC49JIFQ,Best Buy under Rs. 16000/-
R3LM25KZJYPW7K,A perfect TV for your room
R3FXNMZ5WCRVBB,Super
RQAJZR3HP1BF8,Nice
R1W0S8Y1MEZEOL,It's amazing with this price 15.5K.
R175A66P22YRW5,Good
R1UO8F94EK9479,Good
R10MKW1UG3KEPV,Nice Product
R1LK4Q221ZFEZJ,Good looking good protection for remote control
RIDD37MLHUPMC,It's a very good cover..I liked it.
R3PMLB832O0JFF,Good
R2MQKPT7ABOBFJ,Expensive
R26NZETS68YSC5,Nice
R306AVQBBWQ1YE,Fast charging cable
R2QUKWK9SVJK5Y,Good product
R1DC9LG4LVK25,Don't buy
R2AUE6YKA26YXZ,Excellent design and Material quality
R390FSCLMOWBPU,Amazing Charging speed
R2HMOFBLHZ3014,it support's fast charging and also support android auto for car
R1U4128PGOJW3J,Good type c cable in less price
R1LB6DVEJPMA1Q,Fast charging not support
R2OMPDR9UR512Z,Average
R17E6HA16QAPSB,As good as original
R1WWYE6UETR0U5,expensive
RTK0O34YU9CJW,Bought it in aug and by oct it is not working.will i get a refund or replacement
R1TLCKD66VSYHG,A useful compatible product.
RVSKWY5IP3JQB,Volume button doesn't work at all
R3R6UOU1IUUI8Z,Works.
RBHGRXXSWSZY0,Best Remote
R1B1J4358749FT,Good
R1BF5SS2AD8WCT,Not happy with this product.
R3M2ZIVIR8KIFB,Quality
R4FCBHSKL92PJ,Not bad
R2XO77R7XKY30O,good to charge at home
RS96LTGI8BWQ7,not in vehicles
RKYSZQWYQIFBV,Easy to store and use built in quality of plastic roll could have been better
R284MA5RVLO6CF,Good
R15R4BV0MI9SH1,its not for fast charging as per my use and this don't support in car for android auto.
R3L67FMAFHYG6H,Great
R1GR1N3BCB3VVZ,Can be used as spare in an emergency.
R1E0GBU7BQ6CSV,Good
R28IGDF71QMQZO,good for car drives
R3NFH3J30CCSO9,Not worth Doesn't charge
R3VCM9XQOZO7IX,Good one from portronics
RD2MZ0Y1MQGF2,Excellent cable
R23AXPPZ5G7J6Q,Perfect product
R2U7YYESQ3433I,Better than the original cable
RMUJQEHAD3JV3,Better then original
R1SFABVO7E4KZO,Good
R2DFBJB0TJUK4H,The Very Best
R1A0YQ72E7P6KT,Works absolutely fine
R3AXDDTW3B5UGJ,Charging is very slow.
R3F3ZASCS3C7S3,Best Product
R2RC9IQ0X5NHFU,Some buttons not working in first week of purchase
ROE0YIUOFNATH,Good
R1UUDX7FZOB74Y,4
R3HADV1CIZ9873,Must buy product
R3AD7NBWNZ4BF6,Quality of product is wonderful
R2SFOHTIKJWFAA,Very bad experience as I have received a working remove and not being able to return it
R1NXPLBQC25OFZ,Orignal product
R1SNHI5TU1ORFH,Good product and good customer service
R6H0LMQOYOUPR,Value for money!! But don't expect Flagship quality.
RNP5KTHVIELH4,Good
RQSOPFFP2W9UH,Good product
R28G1GQ4YWOYOX,Good
R1ASISF519P4CO,God
R3VF5DEKULWSKF,Value for money
RLQPU8GARVD9A,Nice product
R5A7COKUGSUIQ,Youtub is slow but all perform best
R1Z33CAT0B5EQM,Hisense Vivid 4K TV Initial Impressions
R38KPAP35GXYOK,Picture quality
R26YGSNK20I13P,Best in class Audio & picture quality
R2LRI9HDQ8EDA4,Good products
R1GGE338ZSBHFP,Amazing
R195Z8O5JXM9OY,Good
R11CX4EPU303P9,Good product
R27JZDVM9VS7Y5,"Good size for small leaving room of 18'*9'6"""
R1O6L77S7X03S7,Worth Buying
R2714TT5OK4DYJ,Good one!!
R2DVBD9OKCAEB5,Very nice seller service.
R1TDHOL1G54W34,Nice cable
R1PL89R0J82DJV,Nice product
R3JN6JLZWEUALK,Does not work universally for all devices
R1G925OR87GNKK,so far good can be a bit lower
R2K0I7QPBWG1D,It's a good product you can buy and trust.
R9PTPIYPJWRIL,Good product
R8LD3TIJ6NJ6U,Hdmi cable
R1T72BEQOOS87D,Nice
R1WE2LG38IKMZL,Do buy without any doubt
R8K3FFKBEQUL8,Working as expected
REYYFWWGQT2H1,Thanks Amazon for its premium choice
R2HU2LG1GPCLZ8,Good product
R2FQGWWXRQC54V,Works well and good quality
R148TZG032T23O,IFalcon 32inch smart TV
R3NNEPKX2Y3RFA,It's good
R28AX5SR6R1EGR,Good in Smart TV
R2CWMUCMP4HSPD,Better
R1NMPVJYSJ118G,Smart android tv
R1RPVBVR6TBTIP,Value for money
RAZHKBDIIJ0NH,Meet expectations
R248RAUMOHV8PU,Nice product .
R13ILSZ9UIVWZM,Works for LG 4K LED
R3U8Q4IBUKCLZV,Awesome product
R3350GX4GSKBOU,Good copy Remote
R22N3TMJEOR2L9,This remote works!!! A relief!
RFGESZVO4TD3R,Good replacement for the original remote control
RBWH0KVFX695F,Timely helped me for my TV
R19SVOH9M0O5AZ,It will work(for me)
R81UJPCPDBR41,Just works
R1G81NIXTA4Q20,Solid and quality material
RZWZCWS5OSBP1,Good product
R2W1MPYI9H8S4T,everything good to buy
R3MNP5J7S2T1YC,Clear and Cristal clear sound
R9I0QZ1U8YU92,Good
R226UNRVT8C1UE,Super
R7A4EU8NKCTXI,Value for money
R3KLYYUBC7THAD,Good cable but over priced
R375X8JYM7319I,Good Quality but cheap color
RJ5U2OT67JPML,Good product
R1CENO6ESG485Z,at this price
RBKGVCEB3S8C2,Good product
R2ISR7TBORKI9B,
R33BQQEDDFKSME,Nice product with finishing issues
R2CEQPEZJ0VDR2,Perfect Gen 3 Echo Dot Holder
RX593R5637QHH,Happy
R3HWZS22FT40ZO,Very useful
R2AEYDZRIEO82E,Good Product
R8M1T6I3PDMWQ,Good
R2KCCRTIUFD9WT,Very very short wire
R2M9YHXLQ6FXFA,Good quality
R159MVF48WN5LH,suitable to use with Powerbank
R1OZ6VY8C0AKZB,Great
RARR0KXLZMJXS,Not satisfactory
RLWAYTZH1YOFR,Sturdy and good quality
R3IOG04KDBKXTQ,Small cable
R35LSY4BN61KLY,works fine
R2G97CU5VMMLET,Average
R221NM5M3SY0PW,Good one
R112AEM8D2X3S7,It affects iPhones battery health
R3VM7P3773KRV,Did not like
R3VUA0WWCNQK33,awesome product
RC3ZLDRM8GA9T,Love Amazon but lg is misleading
RMDN4PSDM8SKK,Amazing product
R1YFAMDJ7P0SY3,Worst service from LG
R2WX7G1LIQSEBM,Good
R2L4UCJ30902KF,Simply beautiful
R2MCXM8TACTRFL,Satisfied with the TV
R1KFS9LDEOT49N,Great deal
R29FE7S1YAMO8N,It is quite ok
R1482M3Z6TF62M,Fantastic Ultra High Speed HDMI cable
RX9ISCNT5KUMA,Amazing product
RY1MX82BJD2VD,Regarding cable
R17PVKPPX1FJYC,Works like Charm
R34PJA3123VAT3,Useful
R1AYZQXNSM6U7F,Good
RAWHBOZFQG4DA,Very nice
R20LZMIZSXKAM8,Doesn't perform like an original.
RK1BO9M1S8VSI,Working properly
R1XYZODV57P3LI,Most of the functions work
R12NL8VVWSST6Q,Its Working
R1PCC1YKW3I4G8,Changing speed
RCUHBFP4RIAI5,Make it better
RXEJH230ZKTRM,Superb Build Quality
RNK57EYURB9DH,Highly satisfied
R1M9VDE36VD2MJ,Best Charging Cable Ever
R3988PMMU5999P,Good value for money option
R3W4H9QPAJXJYC,Cable quality
R23GFTM9C7YEJE,Nice
RSFPLEMO7DSOR,Rmote for MI TV
RG7SBYTNG42XA,Good
ROR2RQZ4G72JO,Good but low quality
R12GZJTCB7VJLS,Remote is faulty . It looses it's connectivity with the tv atleast 50 times in a day.
R1ZTKPOECNMEUH,Failure of the Unit.
RMHVA60P9USYS,All good
R2OPSVKIKSE44G,except voice recognition
R20KWTHWBPSFVT,But for first time user. Manually switch on and then pair. After pairing it's good
R51BP5RJHSCM8,An unbiased look at the Kodak TV
R1FLMETFTLS1GQ,Sound good
RMT5PSCPJISQD,It's really worthy and the most affordable
R1NAS02DEDJ7WL,Not bad!!!
RH13U02O9OE8A,a value TV for the price
R1T820289T9SW4,Good in all respect
R2QJOMXODW8ALB,Kodak tv
RJE8U42OVIJFV,Smart tv
R2RV2M8NMHN3R6,Good product
R39R9NAW42YGZ7,Not bad
R1P3SC4CEA50V1,WORKING WITH Airtel DTH
R3KY61SBMDJ6HG,Good
R1BGEH7KGHJ9CN,Ok not bad
RDTNEEMI8KLO0,This was so old
RMYMTG7HATYTR,Not bed !
R39FEOFYNQ8VY,Worst product
R2C462047AF3K7,Good
R1ZW56KYUKB2QU,QUALITY IS GOOD
RV9D590OVPKU7,Value for money product
R1PYZJZNO9WTLJ,Very nice
R13082370PJO1Z,Not supporting for CarPlay
R24A2AS5G62W6G,Good
RBIB6RYE55F7,1 month review
R30XR6S4XC243Y,strong enough
R3IUYQZ1BP7QPB,Durable
R3RCM1DK0EBGWB,Good Product
R34I2C57PM5OA3,Okay
R50BAXXBZWYIE,So far so good
R3FJLW84WDDV2Y,An absolute best
R37IQ5X53ZJC0B,Good cable
R2V5FI682BEH55,Worth the money
R12NKL4CWR1GAZ,Good for charging Not good for data transfer
R25CCWBNTJMZVE,Value for Money
R1NKFA299UAXBR,A good upgrade from stock cable.
R3FYCFR2T0C040,GOOD CABLE
R21EIT3GVFN61A,Value for the money
R17JA5KOPU083U,Great buy
RCMJ655HJBITT,Overall good
RBZWY4WBYKKI1,Awesome experience
R29ETP784D2XVE,Worked as expected
R10G3GXLZIE38O,Superb
R806LMS8MHN8Y,Reviewing after 3 months of use
R10XDKD7Z4R4WL,Good braided cable.
R1WTLGHP5CFLH,The best cable. Very useful.
R1JU8Q6B3XA8CB,0k
R3VN34M1FH4YAZ,Does The Job
R11NPIORD8W3HB,superb Product !!!
RHOJTWXKPNHNT,It's fast charging cable.
RG3VFGY4HM38X,Valume for money
R957RND66RVWX,Cant turn off HDR in webOS while watching android apps
R1YR2TZI534FFY,Webos
R3V2ZQIOIWA0PL,Magic remote & LG like UI at 19k
R38QJJVHQYT7R3,Satisfied
RA3AN81AVMPTR,Good
R3DH79YH44AXOV,Value for money
R3G3ZGNRSQXXLA,Exchange Offer AND Extended Warranty of 2 Yrsnot been Given
RS38MZA2FG7HF,Install CSR Driver For Advanced Features + Stability (More Than Just Bluetooth)
R16MYN6NAOIILL,Thik h
R2ZFTAZ2P1OHB1,Driver installation CD was missing from the package.
R1EBMHE2BXR1ZF,Not compatible for office usage
R2Z9OI179SYEC3,Spr
R1QYUQNHKB4A2N,THIS IS MY 2ND ORDER
R1DEIU4ZMKS7RY,Waste of time & Money
R191UM8SYHWUQ1,Not recommend
R38OAD16RVS9D4,do not buy
R1IW58DJL28MGC,VFM and kudos to egate to launch a fhd projector at the lowest price and it is not bad at all
R217BN4TULUANU,Good Bluetooth Projector
R1AYCAKEY7OB6E,What more can you ask for at this price!!?
RBZIBERM0VQSN,Good for winter nights.
R2ZY2SYWQPC3U9,Nice purchase
RL3T9B6IF35TF,Value for money
R3OK8B33J8NWV4,WORTH EVERY PENNY SPENT...
R17CVFA9I53GML,Value for money
R1YDBBZUKFOLJH,good
RN5RKOAR1MQZ7,Worth product
R6GGJIECET8VX,Good quality
R1VV21T3X0IM3E,Very good HDMI 2.1 cable
R3VTU271LEFDVB,Best hdmi 2.1 cable 8k 60hz / 4k 120hz
R39DMANE2FNG24,Did not like the quality and when connected I see a red color picture
R14HS6TRQLTVE5,Value for money must buy it for eArc
RX043807PIUYL,Working good.
R2Y6E9RL4GT9RI,All functions are working
R3I4LP5SLS20FW,Few buttons were not properly functional
RG0TXUBVZEKZD,Its better then original even its light weight with softr buttons.
R3BZ3JNNCQY871,In this price range it's oky product
R1GLNKHFKXA0CK,Good for the price. The buttons look good not hard like other remotes. It's a good to go product
R16MGSPZZXR9Y6,Not user friendly remote no voice recognition option but it value for money
R3H37CXE15EIR1,Good
R14Q2PBO5QNTZQ,Satisfactory one
R1V7IZD8XNZ208,Optical cable loose contact
R2AZWSJDR22HBI,Digital to Analogue converter
RZZ48A786H79G,Its a good Product to connect Home Theater Music System without optical audio port.
R10LP9ZFPAKSTQ,Very good product.
R1E0D9EUXYTD6P,Good
R162GP63JEAKXQ,High quality amezon basic top notch go for best sound quality
RBEZGG735KAU4,Good
R3CGMQSB9H564N,Good pick for Galaxy Note 9
RG5V69YDA5TLP,Durable and quality product
R18ESJU4TI0EGY,Best Cable for Android Auto
R140SU5IGEW7FF,The cable I will always carry when I pack my stuff for a ride.
R1H9W7ECR79TX2,Good charging capacity and data transfers
RIAQUZT21P6N1,I bought it for my bike
RFIJDX0AGS6ZR,Excellent
R2Q20EL3OJ81U2,
R1YMUWEBTRFUJL,Quality is good
R33UQYGSTZZE1L,Very sturdy
ROX9I533DCL1L,Very Good Item for the price offered
R2NSO7Q4PUDJGQ,This lightening cable support data transfer as well got this at 99
R124UMGYOOTQZ1,Lightning cable
R22SJ0GAI8LZDE,worst product.
R34Q7V1IOZELM0,Great
R60A0C43OOMRA,It's very good product I really happy it's quality was amazing thankyou Amazon
RUU9CCQBQ59IY,Good only for Charging
RX8T7QUKKQ55A,Well it's a great cable you can trust on
RK3CT1IZJNZOT,Another quality product from Belkin & Amazon
RKQN29JW7LMHS,60W support not clear
R1IJSUBZFGYZ3J,Become a belkin fan
R1YL4JGE8C96OO,Happy with performance
RZFN7UIGV6HRX,The only competitor to original cables
R1KXQ01LUEJWGE,good
RMWWVT8FORZQU,Worthy product
R1UFG84I7N9718,Very good generic remote for Samsung LED/LCD TV.
RBUHQYPP4PK87,Working
RDELRZF6J9JBU,Overall good
R2Z87EX8J8LDLZ,Good built quality
R1NQ7H9M8N8EVK,Durability is my concern
R31KHWPY0W4RI9,It is perfect for Samsung smart tv
R1Q4TKNZ1AO3CT,good
RHS375RK0RRAQ,really good producers
R2OLOBJVH48MQN,Thompson smart tv remote control
RL1RO7M4UDHQ3,Best for Kodak tv
R1KWLMO9CERVVU,I love it
R388XN4X4H2PXE,Not feather touch
RADPOOEFMJQBU,Working fine
R1D5KHBDG240AT,Best without voice control
R1EZ4UBKOJYKKC,Value for Money
R19Q6OQ19PWL5K,Tv working good.
RXWY3WK7QVN25,Value of money
R10S2P5H6YODNY,Acer 32 Sound bar tv review
R2ILGDHXO6XX4K,product is good but one lie by the seller (i.e. 16GB space)
R2TWCN72P6DU1Y,Cromecast not working in this smart TV.
ROTBOX5J8LVNW,Awesome clarity and sound
R4PXSKQEZNJGO,Awesome sound system like a sound bar picture quality is impressive and connected good
R2DDR8ZR4YXV8M,Budget friendly Smart TV
RK4CS8ATPVMJ2,Great to use
R3NEW792RTB2MX,serves the purpose
R19EPBUZLA6R67,Good Quality
R21UXOOY9893V9,Good
R1AZ0421422RJO,Good one
RUKWFWPEE3FCG,It's okay
R35UQJTBQPXBQ6,Good original cable
RAUSXWSL8XXU6,Good quality
R3WPIQCSIWIMK,Good device and makes your laptop to utilize maximum wifi speed.
R1ANFA2SPBTDL,Good Product
R2P816U6PY0U3Y,worth of buying
R28AU62UTEENY,Best to recieve 5g or fiber speed
R2YH785B1MQJI2,Good
R2LM3S536I6Z7M,This is really a good Wifi-Adpater and a life saver
R1FCXDQ5IID48F,Wifi 5 speeds are amazing!
R3FTMVP0OKIYMY,Booster speed
R1LNA5SHXIW7IM,Worth the money spent
RGCS38FNYUI9H,Nice product also the sterdiness good as expected.
R2WOUJZTB4QW94,Not the correct charger for Samsung S9
R3RWH85AAMCDDX,Nice product
R3GRJEKOICA3B1,Superb
RST6G0XZXY8O3,Doubts on fast charging
R24V8P9TKOO83N,One time purchase
R1AT2O4Q8I5DEY,Good Product
R1L2JNO4Y3BHYF,Good
R2346F22YLZ9IG,Superb quality
R3A4GAQTCPE5U7,Good products nice one
R2ATN54F3RWETQ,Working well with iphone11.
RGINUSORDHO9N,I always rely on this companys products
R3U57AW0L6O5C6,Good
R3FCLH5G7XVDU4,Very nice
R39PNKDT86WK5V,Best quality
RINNKP59LVQ2F,Not bad
R2NMOPMWX8DV8,Best WiFi module
R2ZFSEQ2HU3CY1,good
RHS9HYJMJGCAN,Working fine
R1SN2CUL4M8ZMG,Good Product
R19HSC60H637CV,Compatibility
RAJ9NOUFV1DOY,Good one but voice not working propoer
R3UVDDIPCFBZMK,Good but needs improvement in quality
R1LQLK7CAVMIWT,Not strong
R122YI86MCVKBA,Works good
R2Y4A89LGC1W8,Waste of money
R48118BKXJTKZ,Works well
R83MIUSADRAJZ,Don't buy... This remote
R2KTG5VU8MVNEC,Poor plastic Material but it works.
R3RN7ISB50U4FU,Very cheap material but it works...
R2X5AXRM450ZG6,Good one
R2GQRTFL155XI7,Working on par with original
R1EUIL016YP3DX,Working well
R10OJHKOU9XFU1,quality is okay
RYLINO7NGDMUI,Value for money
RINUCCBLHOP73,Not for good
R1Y4ORK41SINB2,Good quality product and long lasting.
R1DEEK0SEY9KIW,Ok
R775RLGKXA7Q2,Really fast.
R1TH605MW6JF29,Yes good
R2YDUZ60H7T4FV,Cable speed
R1R5N0IDIGA9IS,Goid
R363W0SG39I6Q6,Working fine
R3B5WOO3V8JJ4F,Just worth it
R239FYUEOVD16B,Reliability
R1LTT7I3WIEJOM,Best non apple usb to lightning cable
R1RVGK0UX9CXVV,Good
RRKJ8FMQW12HS,Good quality using since a year
R23NICBEXCSAO3,Good
R1UQW9R4RDH3P8,Very good product
RNWY4IN06HR5S,Nice cable
R7BSCX0SA1OQ9,Worth Your Money and best alternative
R2BUNT9GM6PUP1,Overall it's a good product for mobile charging.
R2Q5VBGDJQHT1E,Awesome
R1CICFI88LJ1JV,Gud data cabel....
RVYACTR72CHW1,Very good USB C TO USB C Cable .The one does not entangle to develop fold leading to cracks and cuts
R2XM5RGIHDDR05,Best
RJZUZ9HFCXQSD,Rigid and high quality
R16G8AJOJIMF8H,Super durable
R10M9KZFIDFMAD,Great i have been using for 6 month
R2155066OFZ3WE,High price
R3W47CO2GVMAVC,Good quality
R1MZ1L3RMRV8LO,Go for it
R3NWHW7PI02GUJ,3
RNYLV1SZDEPLA,Thank you Amazon
RAXNC3YTW25AS,Awesome buy
R3UJT1TH1470HU,Ok
R10W1YYH1W8HQ1,Nice product
RXZP61J92DA6M,A budget Android TV
RUXK9STZWSV93,Wall Mount was missing from tv pack
R34PAL55K2YM9U,Good
R1LZ27Y25RX1VL,Good product but installation service is not good
R2C4N2ZWWBBNEY,Nice product
RKBS5BN6STD7C,i am very satisfied
R3FDJRYC776MZR,Good
R1DT640UVVDQCJ,Very good product in this price
R35VPRJY5B5Z2G,Data transfer not the best
R2YMIH3T7VWAY1,Good cable for iphone
R3UEQM867K8BUH,Working Good
R239G66Z5L5FC8,Best quality
R1FP5V2LZY38TZ,Fast charging
REDXMJ8ACPK8Z,Genuine product
R3B40N9BGXNDWH,Nice product
R37SJ49QGGACBN,Good
R3C1N7WDNPKXMU,Works just fine for my vu tv
R13QZ3G3Z2NKZW,Quality to be improve
RYCABKJLDMHG2,Good
R2AMKG0A1IR98W,Good product
R1GIHFG8L6RSW2,Value for money
R3I3FTSTI3YBTA,Works fine with Vu smart TV
RJTM1AE1IP9JL,Good Product. Suitable for VU
R3G3MJTILP63AK,Ok
R3H60TG402OZD8,Good product
R2CJE6HW5IT8NP,Good product
R15OCQTCIZTAM2,Built and charge power
R189FSK478PCLU,Nice product Happy to buy
R3CG5XECVMORBQ,Not recommended
RGT4RR0V5DWT3,Good quality but charge little slow
R20NRWZ90XNLVG,Stopped working within 6 months
R28JW2A6JPGERW,Value for money
R2NO4JULWOQQ5N,Terrible
R1RJ8AHYBK38PD,Charging status
R3PU1G9HCGIUHP,Good quality
R15GKRKHWQUWZ2,good charging
R39UZTTR3JREOM,Nice product
R2BQX0C2NBBJEX,Waste of Money.
R24WP5GTU5ZFG5,Fast Charging Cable
R18BPTXYIORQ2D,Charching
R1CYG59TJESUGN,You might be able to get away by using other usb too
R2PIWJZ3LJ0NBY,Built well but there are flaws.
R17UGMBKG3DWY5,Good alternative for Apple cable
R3QBLT1NI01FGR,Good alternative
RE3G53JY62RU4,Best buy
R1AOJATXAKRAZG,Good
R20GD0WE2KXSVM,Value for Money
R20VE3E3KEIW0K,Works as advertised.
R1XOLM25PDOJSP,Good product
R2WR96LDJRZQXL,Working
R371DWJKXPJFFL,Something is better than nothing
R12YIJ3OV5GIBY,Average
R8U2QMRFNCD7Y,Good
R3E7OKC86ZL6QN,good product
R1W0BCUHO313HC,Good work
R1F825IH6SWCFF,Good
RMC18YA95OV3J,Fitting issue
R1Q2CQ1NAM4TCN,Perfect fit good quality product
R82P639AU9R6Z,good product
R2D6A4CJSX81YP,Fit
RXZJVNNH9UTO7,cost wise
R2YQLYQBK2TJXI,material.
R14QI012PHPXKI,Wonderful product
R7F0OBTD3SPH3,Good for. New remote.
R7CW64V48YJHE,Useful but the length is a bit short
R185CPLU005RPS,This product is overpriced
R2R70NKW75DZAS,Not proper
R35JH5KY58ZD3J,good
R2FP9LR97EC5QQ,Happy to get it
R1O1AW1X4YELU8,USB Cable
R2SQF9ZS59MZZ3,good
R12CEDLFCKZMHZ,Theek hi h
RN7RYZ9MBIC42,Excellent solution for Sony TVs
R2N4UBCVLGVVTW,Worth purchase
R2E80AM1QM7WZ3,Very bad
R2R0FUSHO159UF,Bad product
R1XLVF86V89I0C,Remote
RZUSCY8LR0F4K,Good quality
R1PO9JZJI1SP0V,Damaged product
RFURJKL6POOC5,Good quality aa well as fit
RBHSTO6P5WKLZ,Good but fits loose at top
R1TAJ9HUYXKRQY,bit tight at bottom.
RQ1YIKCGI9IPB,Fits the Samsung Smart TV Remote Perfectly!!
R3CP5PO9W7VMQK,Perfectly fitted
R23KLGKME9RK9T,Costly but good
R29BRGAUN8KQJN,Average product
RJQS7P8SU8IWQ,BEST WITH BOAT & LG SMART TV
R1UGY1AUWR3H1S,This product is overpriced
REGWIUI7EJ0IS,Good picture quality
RIOXEFPBH3GVJ,sturdy
RUMYIU0ZZG3K,It worked when I connect with soundbar to the smart TV
RGCN4QA7Y5QFL,Good
R3KVIR3Y8WBEXP,Good quality product my solve screen onn off
R3R7EC2HWX3X1Z,Ok
R19ER862292N5Q,It works
R21RA48Q90YTS4,Reasonably Good Product
R1XDQKBJ04AVJP,Very usefull
R2IZBKO6011QXE,Work with iPod perfectly.
R1D7K5GBWOXM3R,Not a good product
ROWQXDKTB82ZR,Wonderful Product and fast charging
R18XNHDAT5U193,Nice cable
R1QOW7Y2I3X8LQ,Usefull to me
R32DF3HCO27053,Worth of money
R11DLOHUC77VHV,There is no 8 gb storage only 2.8 is there
R36X1KA9QU05FD,Superb quality
R2HEFVEAZ8AIWT,Good product
RR0KMPBLVAMVA,Nice product for tcl android smart tv
RPYDN6B28I73B,TCL 32inch android tv good quality and rate
RK6SO6RSVNLFQ,Nice smart Tv
R3HP7I1OD5DNW4,Paisa vasul
R3RLXT74FJNH0M,They did what they said... Sent a replacement when complained...
R2DKEWKEV812QE,Charging Rapidly on Replacement
RV83FJKABN7I9,They did what they said... Sent a replacement when complained...
R907U5NEBJ1YF,Capacity
R2AYNKOODU7SLG,Not original but worth buying
R7214V7D90EN3,Does not support fast charging
R3CHENLYCMAW08,Good
R2KP7SQ4MX7F48,Good quality
RJ4G2WPEDZFK9,Value for money
R26UEGFQE0CAHX,faulty product
RS9X8J9FRZLXD,Must buy
R3LX92PW7T1NM4,Best one
RE584E1HHMEB6,Fine with the charger
RKHB971WSLXO5,Not upto the markone time usage product
R2DQH059GA5LFM,Value for money
R35JVF8Z4K6TFP,review
R23VU14H85GINN,its not Universal
RD8Y8FJWLK3XY,Tatasky remote from Amazon is cheapest
